country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Thailand,2007,male,35-54 years,1149,9422822,12.19,Thailand2007,,"262,942,650,544",4461,Boomers
Thailand,2007,male,15-24 years,406,4948804,8.2,Thailand2007,,"262,942,650,544",4461,Millenials
Thailand,2007,female,75+ years,43,1017629,4.23,Thailand2007,,"262,942,650,544",4461,Silent
Thailand,2007,female,55-74 years,155,4278519,3.62,Thailand2007,,"262,942,650,544",4461,Silent
Thailand,2007,female,35-54 years,356,9981463,3.57,Thailand2007,,"262,942,650,544",4461,Boomers
Thailand,2007,female,25-34 years,159,5419991,2.93,Thailand2007,,"262,942,650,544",4461,Generation X
Thailand,2007,female,15-24 years,89,4762664,1.87,Thailand2007,,"262,942,650,544",4461,Millenials
Thailand,2007,male,5-14 years,16,4752235,0.34,Thailand2007,,"262,942,650,544",4461,Generation Z
Thailand,2007,female,5-14 years,9,4486048,0.2,Thailand2007,,"262,942,650,544",4461,Generation Z
Thailand,2008,male,25-34 years,757,5411804,13.99,Thailand2008,,"291,383,081,232",4921,Generation X
Thailand,2008,male,75+ years,101,726812,13.9,Thailand2008,,"291,383,081,232",4921,Silent
Thailand,2008,male,55-74 years,473,3802960,12.44,Thailand2008,,"291,383,081,232",4921,Silent
Thailand,2008,male,35-54 years,1188,9562677,12.42,Thailand2008,,"291,383,081,232",4921,Boomers
Thailand,2008,male,15-24 years,374,4934951,7.58,Thailand2008,,"291,383,081,232",4921,Millenials
Thailand,2008,female,75+ years,50,1054269,4.74,Thailand2008,,"291,383,081,232",4921,Silent
Thailand,2008,female,55-74 years,173,4389154,3.94,Thailand2008,,"291,383,081,232",4921,Silent
Thailand,2008,female,35-54 years,398,10132362,3.93,Thailand2008,,"291,383,081,232",4921,Boomers
Thailand,2008,female,25-34 years,143,5373526,2.66,Thailand2008,,"291,383,081,232",4921,Generation X
Thailand,2008,female,15-24 years,97,4741877,2.05,Thailand2008,,"291,383,081,232",4921,Millenials
Thailand,2008,male,5-14 years,13,4676722,0.28,Thailand2008,,"291,383,081,232",4921,Generation Z
Thailand,2008,female,5-14 years,11,4409659,0.25,Thailand2008,,"291,383,081,232",4921,Generation Z
Thailand,2009,male,75+ years,116,755613,15.35,Thailand2009,,"281,710,095,725",4736,Silent
Thailand,2009,male,55-74 years,542,3927105,13.8,Thailand2009,,"281,710,095,725",4736,Silent
Thailand,2009,male,25-34 years,707,5357432,13.2,Thailand2009,,"281,710,095,725",4736,Generation X
Thailand,2009,male,35-54 years,1172,9681789,12.11,Thailand2009,,"281,710,095,725",4736,Boomers
Thailand,2009,male,15-24 years,369,4914657,7.51,Thailand2009,,"281,710,095,725",4736,Millenials
Thailand,2009,female,55-74 years,185,4542278,4.07,Thailand2009,,"281,710,095,725",4736,Silent
Thailand,2009,female,35-54 years,382,10260748,3.72,Thailand2009,,"281,710,095,725",4736,Boomers
Thailand,2009,female,75+ years,35,1099718,3.18,Thailand2009,,"281,710,095,725",4736,Silent
Thailand,2009,female,25-34 years,142,5309573,2.67,Thailand2009,,"281,710,095,725",4736,Generation X
Thailand,2009,female,15-24 years,100,4716781,2.12,Thailand2009,,"281,710,095,725",4736,Millenials
Thailand,2009,male,5-14 years,20,4588799,0.44,Thailand2009,,"281,710,095,725",4736,Generation Z
Thailand,2009,female,5-14 years,17,4329225,0.39,Thailand2009,,"281,710,095,725",4736,Generation Z
Thailand,2010,male,75+ years,145,787665,18.41,Thailand2010,0.716,"341,105,009,515",5707,Silent
Thailand,2010,male,25-34 years,688,5293421,13.0,Thailand2010,0.716,"341,105,009,515",5707,Generation X
Thailand,2010,male,55-74 years,511,4075634,12.54,Thailand2010,0.716,"341,105,009,515",5707,Silent
Thailand,2010,male,35-54 years,1166,9786527,11.91,Thailand2010,0.716,"341,105,009,515",5707,Generation X
Thailand,2010,male,15-24 years,387,4905031,7.89,Thailand2010,0.716,"341,105,009,515",5707,Millenials
Thailand,2010,female,75+ years,41,1146473,3.58,Thailand2010,0.716,"341,105,009,515",5707,Silent
Thailand,2010,female,55-74 years,164,4724470,3.47,Thailand2010,0.716,"341,105,009,515",5707,Silent
Thailand,2010,female,35-54 years,345,10369541,3.33,Thailand2010,0.716,"341,105,009,515",5707,Generation X
Thailand,2010,female,25-34 years,164,5237458,3.13,Thailand2010,0.716,"341,105,009,515",5707,Generation X
Thailand,2010,female,15-24 years,120,4702548,2.55,Thailand2010,0.716,"341,105,009,515",5707,Millenials
Thailand,2010,male,5-14 years,16,4496770,0.36,Thailand2010,0.716,"341,105,009,515",5707,Generation Z
Thailand,2010,female,5-14 years,14,4244226,0.33,Thailand2010,0.716,"341,105,009,515",5707,Generation Z
Thailand,2011,male,25-34 years,782,5237957,14.93,Thailand2011,0.721,"370,818,747,397",6153,Millenials
Thailand,2011,male,75+ years,112,827970,13.53,Thailand2011,0.721,"370,818,747,397",6153,Silent
Thailand,2011,male,35-54 years,1227,9897542,12.4,Thailand2011,0.721,"370,818,747,397",6153,Generation X
Thailand,2011,male,55-74 years,488,4266668,11.44,Thailand2011,0.721,"370,818,747,397",6153,Boomers
Thailand,2011,male,15-24 years,357,4929387,7.24,Thailand2011,0.721,"370,818,747,397",6153,Millenials
Thailand,2011,female,75+ years,56,1205643,4.64,Thailand2011,0.721,"370,818,747,397",6153,Silent
Thailand,2011,female,55-74 years,217,4948016,4.39,Thailand2011,0.721,"370,818,747,397",6153,Boomers
Thailand,2011,female,35-54 years,361,10474832,3.45,Thailand2011,0.721,"370,818,747,397",6153,Generation X
Thailand,2011,female,25-34 years,147,5172436,2.84,Thailand2011,0.721,"370,818,747,397",6153,Millenials
Thailand,2011,female,15-24 years,95,4723611,2.01,Thailand2011,0.721,"370,818,747,397",6153,Millenials
Thailand,2011,male,5-14 years,19,4413405,0.43,Thailand2011,0.721,"370,818,747,397",6153,Generation Z
Thailand,2011,female,5-14 years,12,4164365,0.29,Thailand2011,0.721,"370,818,747,397",6153,Generation Z
Thailand,2012,male,75+ years,136,869252,15.65,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Silent
Thailand,2012,male,25-34 years,721,5121552,14.08,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Millenials
Thailand,2012,male,55-74 years,581,4433963,13.1,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Boomers
Thailand,2012,male,35-54 years,1234,9949264,12.4,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Generation X
Thailand,2012,male,15-24 years,369,4938617,7.47,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Millenials
Thailand,2012,female,55-74 years,222,5145957,4.31,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Boomers
Thailand,2012,female,75+ years,54,1265466,4.27,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Silent
Thailand,2012,female,35-54 years,394,10521850,3.74,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Generation X
Thailand,2012,female,25-34 years,162,5050719,3.21,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Millenials
Thailand,2012,female,15-24 years,84,4728702,1.78,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Millenials
Thailand,2012,female,5-14 years,14,4056666,0.35,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Generation Z
Thailand,2012,male,5-14 years,14,4300247,0.33,Thailand2012,0.7240000000000001,"397,558,094,270",6584,Generation Z
Thailand,2013,male,75+ years,152,937427,16.21,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Silent
Thailand,2013,male,25-34 years,706,5038432,14.01,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Millenials
Thailand,2013,male,35-54 years,1313,10032499,13.09,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Generation X
Thailand,2013,male,55-74 years,586,4596763,12.75,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Boomers
Thailand,2013,male,15-24 years,331,4956860,6.68,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Millenials
Thailand,2013,female,75+ years,64,1362800,4.7,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Silent
Thailand,2013,female,35-54 years,382,10594744,3.61,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Generation X
Thailand,2013,female,55-74 years,190,5336311,3.56,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Boomers
Thailand,2013,female,25-34 years,126,4960889,2.54,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Millenials
Thailand,2013,female,15-24 years,88,4741021,1.86,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Millenials
Thailand,2013,male,5-14 years,17,4224575,0.4,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Generation Z
Thailand,2013,female,5-14 years,6,3984166,0.15,Thailand2013,0.7240000000000001,"420,333,333,333",6917,Generation Z
Thailand,2014,male,25-34 years,682,4969108,13.72,Thailand2014,0.726,"407,339,361,696",6662,Millenials
Thailand,2014,male,75+ years,137,1005485,13.63,Thailand2014,0.726,"407,339,361,696",6662,Silent
Thailand,2014,male,55-74 years,632,4771792,13.24,Thailand2014,0.726,"407,339,361,696",6662,Boomers
Thailand,2014,male,35-54 years,1274,10095367,12.62,Thailand2014,0.726,"407,339,361,696",6662,Generation X
Thailand,2014,male,15-24 years,337,4935213,6.83,Thailand2014,0.726,"407,339,361,696",6662,Millenials
Thailand,2014,female,75+ years,71,1458962,4.87,Thailand2014,0.726,"407,339,361,696",6662,Silent
Thailand,2014,female,55-74 years,240,5539928,4.33,Thailand2014,0.726,"407,339,361,696",6662,Boomers
Thailand,2014,female,35-54 years,388,10644118,3.65,Thailand2014,0.726,"407,339,361,696",6662,Generation X
Thailand,2014,female,25-34 years,116,4883263,2.38,Thailand2014,0.726,"407,339,361,696",6662,Millenials
Thailand,2014,female,15-24 years,49,4717317,1.04,Thailand2014,0.726,"407,339,361,696",6662,Millenials
Thailand,2014,female,5-14 years,14,3940160,0.36,Thailand2014,0.726,"407,339,361,696",6662,Generation Z
Thailand,2014,male,5-14 years,12,4179206,0.29,Thailand2014,0.726,"407,339,361,696",6662,Generation Z
Thailand,2015,male,75+ years,174,1068139,16.29,Thailand2015,,"401,399,422,443",6552,Silent
Thailand,2015,male,35-54 years,1482,10101149,14.67,Thailand2015,,"401,399,422,443",6552,Generation X
Thailand,2015,male,55-74 years,718,4990958,14.39,Thailand2015,,"401,399,422,443",6552,Boomers
Thailand,2015,male,25-34 years,663,4873464,13.6,Thailand2015,,"401,399,422,443",6552,Millenials
Thailand,2015,male,15-24 years,317,4847684,6.54,Thailand2015,,"401,399,422,443",6552,Millenials
Thailand,2015,female,55-74 years,248,5795996,4.28,Thailand2015,,"401,399,422,443",6552,Boomers
Thailand,2015,female,75+ years,63,1527522,4.12,Thailand2015,,"401,399,422,443",6552,Silent
Thailand,2015,female,35-54 years,363,10646859,3.41,Thailand2015,,"401,399,422,443",6552,Generation X
Thailand,2015,female,25-34 years,96,4783703,2.01,Thailand2015,,"401,399,422,443",6552,Millenials
Thailand,2015,female,15-24 years,55,4632371,1.19,Thailand2015,,"401,399,422,443",6552,Millenials
Thailand,2015,female,5-14 years,14,3881727,0.36,Thailand2015,,"401,399,422,443",6552,Generation Z
Thailand,2015,male,5-14 years,12,4111704,0.29,Thailand2015,,"401,399,422,443",6552,Generation Z
Thailand,2016,male,55-74 years,734,5203957,14.1,Thailand2016,,"411,755,164,833",6713,Boomers
Thailand,2016,male,35-54 years,1421,10084647,14.09,Thailand2016,,"411,755,164,833",6713,Generation X
Thailand,2016,male,75+ years,152,1124052,13.52,Thailand2016,,"411,755,164,833",6713,Silent
Thailand,2016,male,25-34 years,646,4796355,13.47,Thailand2016,,"411,755,164,833",6713,Millenials
Thailand,2016,male,15-24 years,322,4736305,6.8,Thailand2016,,"411,755,164,833",6713,Millenials
Thailand,2016,female,75+ years,69,1589015,4.34,Thailand2016,,"411,755,164,833",6713,Silent
Thailand,2016,female,55-74 years,222,6049756,3.67,Thailand2016,,"411,755,164,833",6713,Boomers
Thailand,2016,female,35-54 years,375,10629684,3.53,Thailand2016,,"411,755,164,833",6713,Generation X
Thailand,2016,female,25-34 years,116,4702656,2.47,Thailand2016,,"411,755,164,833",6713,Millenials
Thailand,2016,female,15-24 years,60,4525574,1.33,Thailand2016,,"411,755,164,833",6713,Millenials
Ukraine,1987,male,75+ years,506,654800,77.28,Ukraine1987,,"64,087,694,038",1353,G.I. Generation
Ukraine,1987,male,55-74 years,1934,3652600,52.95,Ukraine1987,,"64,087,694,038",1353,G.I. Generation
Ukraine,1987,male,35-54 years,3093,6206800,49.83,Ukraine1987,,"64,087,694,038",1353,Silent
Ukraine,1987,male,25-34 years,1383,3890300,35.55,Ukraine1987,,"64,087,694,038",1353,Boomers
Ukraine,1987,female,75+ years,486,1816100,26.76,Ukraine1987,,"64,087,694,038",1353,G.I. Generation
Ukraine,1987,female,55-74 years,1024,6070300,16.87,Ukraine1987,,"64,087,694,038",1353,G.I. Generation
Ukraine,1987,male,15-24 years,488,3543900,13.77,Ukraine1987,,"64,087,694,038",1353,Generation X
Ukraine,1987,female,35-54 years,770,6881800,11.19,Ukraine1987,,"64,087,694,038",1353,Silent
Ukraine,1987,female,25-34 years,176,3953000,4.45,Ukraine1987,,"64,087,694,038",1353,Boomers
Ukraine,1987,female,15-24 years,128,3459900,3.7,Ukraine1987,,"64,087,694,038",1353,Generation X
Ukraine,1987,male,5-14 years,53,3683900,1.44,Ukraine1987,,"64,087,694,038",1353,Generation X
Ukraine,1987,female,5-14 years,9,3560800,0.25,Ukraine1987,,"64,087,694,038",1353,Generation X
Ukraine,1988,male,75+ years,522,672400,77.63,Ukraine1988,,"74,703,517,903",1571,G.I. Generation
Ukraine,1988,male,55-74 years,1773,3672700,48.28,Ukraine1988,,"74,703,517,903",1571,G.I. Generation
Ukraine,1988,male,35-54 years,3002,6294000,47.7,Ukraine1988,,"74,703,517,903",1571,Silent
Ukraine,1988,male,25-34 years,1383,3895600,35.5,Ukraine1988,,"74,703,517,903",1571,Boomers
Ukraine,1988,female,75+ years,476,1881000,25.31,Ukraine1988,,"74,703,517,903",1571,G.I. Generation
Ukraine,1988,female,55-74 years,1000,5995800,16.68,Ukraine1988,,"74,703,517,903",1571,G.I. Generation
Ukraine,1988,male,15-24 years,494,3509600,14.08,Ukraine1988,,"74,703,517,903",1571,Generation X
Ukraine,1988,female,35-54 years,656,6963500,9.42,Ukraine1988,,"74,703,517,903",1571,Silent
Ukraine,1988,female,15-24 years,182,3427500,5.31,Ukraine1988,,"74,703,517,903",1571,Generation X
Ukraine,1988,female,25-34 years,179,3961000,4.52,Ukraine1988,,"74,703,517,903",1571,Boomers
Ukraine,1988,male,5-14 years,69,3698600,1.87,Ukraine1988,,"74,703,517,903",1571,Generation X
Ukraine,1988,female,5-14 years,15,3578200,0.42,Ukraine1988,,"74,703,517,903",1571,Generation X
Ukraine,1989,male,75+ years,589,685800,85.89,Ukraine1989,,"82,709,161,099",1732,G.I. Generation
Ukraine,1989,male,35-54 years,3547,6392000,55.49,Ukraine1989,,"82,709,161,099",1732,Silent
Ukraine,1989,male,55-74 years,1948,3678800,52.95,Ukraine1989,,"82,709,161,099",1732,G.I. Generation
Ukraine,1989,male,25-34 years,1578,3878600,40.68,Ukraine1989,,"82,709,161,099",1732,Boomers
Ukraine,1989,female,75+ years,500,1931900,25.88,Ukraine1989,,"82,709,161,099",1732,G.I. Generation
Ukraine,1989,male,15-24 years,573,3509000,16.33,Ukraine1989,,"82,709,161,099",1732,Generation X
Ukraine,1989,female,55-74 years,923,5897500,15.65,Ukraine1989,,"82,709,161,099",1732,G.I. Generation
Ukraine,1989,female,35-54 years,759,7074400,10.73,Ukraine1989,,"82,709,161,099",1732,Silent
Ukraine,1989,female,25-34 years,216,3945800,5.47,Ukraine1989,,"82,709,161,099",1732,Boomers
Ukraine,1989,female,15-24 years,180,3422300,5.26,Ukraine1989,,"82,709,161,099",1732,Generation X
Ukraine,1989,male,5-14 years,61,3733100,1.63,Ukraine1989,,"82,709,161,099",1732,Generation X
Ukraine,1989,female,5-14 years,13,3612500,0.36,Ukraine1989,,"82,709,161,099",1732,Generation X
Ukraine,1990,male,75+ years,494,688400,71.76,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,male,35-54 years,3570,6444100,55.4,Ukraine1990,0.705,"81,456,918,679",1698,Silent
Ukraine,1990,male,55-74 years,2003,3733600,53.65,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,male,25-34 years,1490,3837800,38.82,Ukraine1990,0.705,"81,456,918,679",1698,Boomers
Ukraine,1990,female,75+ years,452,1956100,23.11,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,male,15-24 years,613,3544600,17.29,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1990,female,55-74 years,886,5866100,15.1,Ukraine1990,0.705,"81,456,918,679",1698,G.I. Generation
Ukraine,1990,female,35-54 years,704,7140700,9.86,Ukraine1990,0.705,"81,456,918,679",1698,Silent
Ukraine,1990,female,25-34 years,203,3904100,5.2,Ukraine1990,0.705,"81,456,918,679",1698,Boomers
Ukraine,1990,female,15-24 years,165,3454600,4.78,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1990,male,5-14 years,59,3763100,1.57,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1990,female,5-14 years,6,3638400,0.16,Ukraine1990,0.705,"81,456,918,679",1698,Generation X
Ukraine,1991,male,75+ years,482,667000,72.26,Ukraine1991,,"77,464,561,150",1607,G.I. Generation
Ukraine,1991,male,35-54 years,3634,6449100,56.35,Ukraine1991,,"77,464,561,150",1607,Boomers
Ukraine,1991,male,55-74 years,2075,3852600,53.86,Ukraine1991,,"77,464,561,150",1607,Silent
Ukraine,1991,male,25-34 years,1465,3801300,38.54,Ukraine1991,,"77,464,561,150",1607,Boomers
Ukraine,1991,female,75+ years,473,1920400,24.63,Ukraine1991,,"77,464,561,150",1607,G.I. Generation
Ukraine,1991,male,15-24 years,618,3586700,17.23,Ukraine1991,,"77,464,561,150",1607,Generation X
Ukraine,1991,female,55-74 years,867,5958600,14.55,Ukraine1991,,"77,464,561,150",1607,Silent
Ukraine,1991,female,35-54 years,677,7148300,9.47,Ukraine1991,,"77,464,561,150",1607,Boomers
Ukraine,1991,female,25-34 years,189,3862900,4.89,Ukraine1991,,"77,464,561,150",1607,Boomers
Ukraine,1991,female,15-24 years,137,3495000,3.92,Ukraine1991,,"77,464,561,150",1607,Generation X
Ukraine,1991,male,5-14 years,64,3793000,1.69,Ukraine1991,,"77,464,561,150",1607,Millenials
Ukraine,1991,female,5-14 years,19,3665700,0.52,Ukraine1991,,"77,464,561,150",1607,Millenials
Ukraine,1992,male,75+ years,530,635600,83.39,Ukraine1992,,"73,942,235,330",1525,G.I. Generation
Ukraine,1992,male,35-54 years,3995,6422200,62.21,Ukraine1992,,"73,942,235,330",1525,Boomers
Ukraine,1992,male,55-74 years,2323,4028200,57.67,Ukraine1992,,"73,942,235,330",1525,Silent
Ukraine,1992,male,25-34 years,1589,3768500,42.17,Ukraine1992,,"73,942,235,330",1525,Boomers
Ukraine,1992,female,75+ years,371,1858400,19.96,Ukraine1992,,"73,942,235,330",1525,G.I. Generation
Ukraine,1992,male,15-24 years,623,3628400,17.17,Ukraine1992,,"73,942,235,330",1525,Generation X
Ukraine,1992,female,55-74 years,920,6140300,14.98,Ukraine1992,,"73,942,235,330",1525,Silent
Ukraine,1992,female,35-54 years,816,7111100,11.48,Ukraine1992,,"73,942,235,330",1525,Boomers
Ukraine,1992,female,25-34 years,229,3822300,5.99,Ukraine1992,,"73,942,235,330",1525,Boomers
Ukraine,1992,female,15-24 years,189,3534200,5.35,Ukraine1992,,"73,942,235,330",1525,Generation X
Ukraine,1992,male,5-14 years,68,3833300,1.77,Ukraine1992,,"73,942,235,330",1525,Millenials
Ukraine,1992,female,5-14 years,13,3704800,0.35,Ukraine1992,,"73,942,235,330",1525,Millenials
Ukraine,1993,male,75+ years,559,608000,91.94,Ukraine1993,,"65,648,559,903",1349,G.I. Generation
Ukraine,1993,male,35-54 years,4100,6371900,64.35,Ukraine1993,,"65,648,559,903",1349,Boomers
Ukraine,1993,male,55-74 years,2654,4202500,63.15,Ukraine1993,,"65,648,559,903",1349,Silent
Ukraine,1993,male,25-34 years,1691,3714200,45.53,Ukraine1993,,"65,648,559,903",1349,Boomers
Ukraine,1993,female,75+ years,485,1795100,27.02,Ukraine1993,,"65,648,559,903",1349,G.I. Generation
Ukraine,1993,male,15-24 years,795,3668700,21.67,Ukraine1993,,"65,648,559,903",1349,Generation X
Ukraine,1993,female,55-74 years,940,6338500,14.83,Ukraine1993,,"65,648,559,903",1349,Silent
Ukraine,1993,female,35-54 years,779,7042800,11.06,Ukraine1993,,"65,648,559,903",1349,Boomers
Ukraine,1993,female,25-34 years,229,3766200,6.08,Ukraine1993,,"65,648,559,903",1349,Boomers
Ukraine,1993,female,15-24 years,152,3565100,4.26,Ukraine1993,,"65,648,559,903",1349,Generation X
Ukraine,1993,male,5-14 years,65,3869500,1.68,Ukraine1993,,"65,648,559,903",1349,Millenials
Ukraine,1993,female,5-14 years,20,3738000,0.54,Ukraine1993,,"65,648,559,903",1349,Millenials
Ukraine,1994,male,75+ years,569,590100,96.42,Ukraine1994,,"52,549,555,149",1081,G.I. Generation
Ukraine,1994,male,55-74 years,3174,4314500,73.57,Ukraine1994,,"52,549,555,149",1081,Silent
Ukraine,1994,male,35-54 years,4618,6326300,73.0,Ukraine1994,,"52,549,555,149",1081,Boomers
Ukraine,1994,male,25-34 years,1763,3626300,48.62,Ukraine1994,,"52,549,555,149",1081,Boomers
Ukraine,1994,female,75+ years,490,1751000,27.98,Ukraine1994,,"52,549,555,149",1081,G.I. Generation
Ukraine,1994,male,15-24 years,879,3699700,23.76,Ukraine1994,,"52,549,555,149",1081,Generation X
Ukraine,1994,female,55-74 years,1087,6467700,16.81,Ukraine1994,,"52,549,555,149",1081,Silent
Ukraine,1994,female,35-54 years,761,6981000,10.9,Ukraine1994,,"52,549,555,149",1081,Boomers
Ukraine,1994,female,25-34 years,232,3673200,6.32,Ukraine1994,,"52,549,555,149",1081,Boomers
Ukraine,1994,female,15-24 years,175,3582800,4.88,Ukraine1994,,"52,549,555,149",1081,Generation X
Ukraine,1994,male,5-14 years,60,3870700,1.55,Ukraine1994,,"52,549,555,149",1081,Millenials
Ukraine,1994,female,5-14 years,18,3735700,0.48,Ukraine1994,,"52,549,555,149",1081,Millenials
Ukraine,1995,male,75+ years,548,575700,95.19,Ukraine1995,0.662,"48,213,868,178",996,G.I. Generation
Ukraine,1995,male,55-74 years,3505,4375300,80.11,Ukraine1995,0.662,"48,213,868,178",996,Silent
Ukraine,1995,male,35-54 years,4986,6306200,79.07,Ukraine1995,0.662,"48,213,868,178",996,Boomers
Ukraine,1995,male,25-34 years,1854,3534800,52.45,Ukraine1995,0.662,"48,213,868,178",996,Generation X
Ukraine,1995,male,15-24 years,948,3722600,25.47,Ukraine1995,0.662,"48,213,868,178",996,Generation X
Ukraine,1995,female,75+ years,405,1716300,23.6,Ukraine1995,0.662,"48,213,868,178",996,G.I. Generation
Ukraine,1995,female,55-74 years,1029,6535200,15.75,Ukraine1995,0.662,"48,213,868,178",996,Silent
Ukraine,1995,female,35-54 years,752,6952800,10.82,Ukraine1995,0.662,"48,213,868,178",996,Boomers
Ukraine,1995,female,25-34 years,243,3568500,6.81,Ukraine1995,0.662,"48,213,868,178",996,Generation X
Ukraine,1995,female,15-24 years,187,3596300,5.2,Ukraine1995,0.662,"48,213,868,178",996,Generation X
Ukraine,1995,male,5-14 years,68,3834000,1.77,Ukraine1995,0.662,"48,213,868,178",996,Millenials
Ukraine,1995,female,5-14 years,16,3697600,0.43,Ukraine1995,0.662,"48,213,868,178",996,Millenials
Ukraine,1996,male,75+ years,502,566700,88.58,Ukraine1996,,"44,558,077,827",925,G.I. Generation
Ukraine,1996,male,55-74 years,3821,4397200,86.9,Ukraine1996,,"44,558,077,827",925,Silent
Ukraine,1996,male,35-54 years,5203,6305700,82.51,Ukraine1996,,"44,558,077,827",925,Boomers
Ukraine,1996,male,25-34 years,1870,3471700,53.86,Ukraine1996,,"44,558,077,827",925,Generation X
Ukraine,1996,male,15-24 years,1023,3723000,27.48,Ukraine1996,,"44,558,077,827",925,Generation X
Ukraine,1996,female,75+ years,378,1692100,22.34,Ukraine1996,,"44,558,077,827",925,G.I. Generation
Ukraine,1996,female,55-74 years,1079,6561400,16.44,Ukraine1996,,"44,558,077,827",925,Silent
Ukraine,1996,female,35-54 years,783,6949100,11.27,Ukraine1996,,"44,558,077,827",925,Boomers
Ukraine,1996,female,25-34 years,248,3485900,7.11,Ukraine1996,,"44,558,077,827",925,Generation X
Ukraine,1996,female,15-24 years,165,3595700,4.59,Ukraine1996,,"44,558,077,827",925,Generation X
Ukraine,1996,male,5-14 years,76,3782500,2.01,Ukraine1996,,"44,558,077,827",925,Millenials
Ukraine,1996,female,5-14 years,12,3643500,0.33,Ukraine1996,,"44,558,077,827",925,Millenials
Ukraine,1997,male,55-74 years,3735,4369600,85.48,Ukraine1997,,"50,150,399,792",1046,Silent
Ukraine,1997,male,75+ years,475,568700,83.52,Ukraine1997,,"50,150,399,792",1046,G.I. Generation
Ukraine,1997,male,35-54 years,4994,6339200,78.78,Ukraine1997,,"50,150,399,792",1046,Boomers
Ukraine,1997,male,25-34 years,1859,3444700,53.97,Ukraine1997,,"50,150,399,792",1046,Generation X
Ukraine,1997,male,15-24 years,986,3702700,26.63,Ukraine1997,,"50,150,399,792",1046,Generation X
Ukraine,1997,female,75+ years,409,1699100,24.07,Ukraine1997,,"50,150,399,792",1046,G.I. Generation
Ukraine,1997,female,55-74 years,1152,6513400,17.69,Ukraine1997,,"50,150,399,792",1046,Silent
Ukraine,1997,female,35-54 years,795,6985700,11.38,Ukraine1997,,"50,150,399,792",1046,Boomers
Ukraine,1997,female,25-34 years,248,3431000,7.23,Ukraine1997,,"50,150,399,792",1046,Generation X
Ukraine,1997,female,15-24 years,172,3582900,4.8,Ukraine1997,,"50,150,399,792",1046,Generation X
Ukraine,1997,male,5-14 years,61,3713800,1.64,Ukraine1997,,"50,150,399,792",1046,Millenials
Ukraine,1997,female,5-14 years,17,3572200,0.48,Ukraine1997,,"50,150,399,792",1046,Millenials
Ukraine,1998,male,55-74 years,3589,4280900,83.84,Ukraine1998,,"41,883,241,472",879,Silent
Ukraine,1998,male,75+ years,458,581400,78.78,Ukraine1998,,"41,883,241,472",879,G.I. Generation
Ukraine,1998,male,35-54 years,4969,6430500,77.27,Ukraine1998,,"41,883,241,472",879,Boomers
Ukraine,1998,male,25-34 years,1830,3435200,53.27,Ukraine1998,,"41,883,241,472",879,Generation X
Ukraine,1998,male,15-24 years,1049,3701100,28.34,Ukraine1998,,"41,883,241,472",879,Generation X
Ukraine,1998,female,75+ years,432,1731300,24.95,Ukraine1998,,"41,883,241,472",879,G.I. Generation
Ukraine,1998,female,55-74 years,1155,6376000,18.11,Ukraine1998,,"41,883,241,472",879,Silent
Ukraine,1998,female,35-54 years,814,7089100,11.48,Ukraine1998,,"41,883,241,472",879,Boomers
Ukraine,1998,female,25-34 years,219,3392600,6.46,Ukraine1998,,"41,883,241,472",879,Generation X
Ukraine,1998,female,15-24 years,196,3589900,5.46,Ukraine1998,,"41,883,241,472",879,Generation X
Ukraine,1998,male,5-14 years,53,3605000,1.47,Ukraine1998,,"41,883,241,472",879,Millenials
Ukraine,1998,female,5-14 years,25,3462400,0.72,Ukraine1998,,"41,883,241,472",879,Millenials
